url,points,age
https://sg3plvwcpnl449159.prod.sin3.secureserver.net/~kisaligtf/de/docs/,36,8368
http://usnewali.xyz/us/ipad-att/index.html,12,41
https://www.mesharepoint.com/nam/login?id=SDlraVRXL2pqSkFiRzY1UlFhS3lxZzVjQmllekpCYmtkbkJSR3U4eWI4c2srM09heDI0SG94L3ZMYWFuMDhURWVuOWQ5YkIrU2kxSG1NV0dVditjTVdvSmpzZ3d2ejVYMS8xL29BTUFDa0FlVE5wcW1RaHc5ajU0UjQva1I5V3VrdmNBL2k3SFdiRHUxd0RxYnZMa2w0YWRnVnVWTzRkZlN4ZEQ5UGZUU3JIeHF5SXlWNmxMcnF1aWtVb3JmTHNnaUxtTFIxTWZSWFNrOGRFWmgrVGd4UFpoVmNHUU5jeis3UlVGcTQ2TVg3MmRCWVVIdHpZdWxhNFBzUVlPMDhINjUzMmFwKzhaZGRQbEc1NzR0d09tc2V5MUxEWnRoT1N1Nk40WFY0SmwwWk9SQlpjbldoOU5lTzUxQUI5anBidmo,13,245
https://bqidshield.com/.cgi/?K3JVoSQ3QBSx1mXFv211UJBOUuWpvElil4nkRU4H3agMGR5qubzAWgTHyqd4pWTWwrCnEEwGE361yQTN50J54mr7mXNsBwpmDLja=K3JVoSQ3QBSx1mXFv211UJBOUuWpvElil4nkRU4H3agMGR5qu,3,2696
http://engineertour.com/a28,4,14
https://z300t0yq680.typeform.com/to/pLm1HFTn,37,6824
https://tinyurl.com/e5add39c,10,6969
http://r20.rs6.net/tn.jsp?f=001AQGuI-UvG4Okng-XBF1TbPTSVNViEPSeJqRtG86MLRDj_KoK_NCHwO_eIVSXF574titsoWmN8sPrz9aLUm6kCeqoj7EQRZTj1tgmqdHa1AhwLJyflI1yghwSaLMpvxk-_NDeEhVSX-3iJE4rPP6_S5_sDk5QYuK1mgNb2HLN9OilnlFCbeRNw2WW3Pk0NDs2jBOPrzTQXIvxwXOgFMGmmSSK_BNOk3bmJkhkK-AeQZDhIKpyrKo01MJM_NeuiYEnYfuqfHPMHzV9g9Jd5vUPpGSYWRx_e3r460rN5OMHEaWymcpyJG_-1Q==&amp;c=XS0aX5xoOme-J-ACNjpaiisVoooiYN6vJOiaCuiYYS6I2iNRsYDqzw==&amp;ch=_qt35npVweB_6mxseFX-EtRBqBNwLepFoOW9Iro9mHHb2CreaJiWKQ==,113,7005
https://www.youtube.com/watch?v=JTHvDq4Tgb8&amp;t=0s,55,5854
http://r20.rs6.net/tn.jsp?f=001AQGuI-UvG4Okng-XBF1TbPTSVNViEPSeJqRtG86MLRDj_KoK_NCHwO4eflfe4AL7ub4jdsfrjj3_gkhU6If-ecL1BqpI3BnNqBQFsuJD_5ac_e9FfIfRovjWb4spy9x7WonQRw0rwnCDRzeD8_oEqU2Fa5t68Rl_68EDTw89hlZIr-TwHNiGWkmaH45ND0RJ&amp;c=BU2srZ_WT4zhj2J_ogLD4zsuUzpa443HhoYXH8NuUZA8y9CF81KEfA==&amp;ch=fh4E3v7nRf0v3LfVVyi5WvCm4Mqxi9PFrTG6tMP6YWdks4IPJmlIVg==,55,7005
http://engineertour.com/a4,4,14
http://engineertour.com/a10,4,14
http://woodpro.mu/plutonium.php,4,434
http://www.hardformula.us/1412-44-603-66532475/j.pendery/tindex11.html,16,236
https://banparainternet.com,13,5
https://allegro.lokalnie.store,25,1
https://anmeldung.dkb-produktservice.com/831/393256fe6b5c882eb1ebc0fcc3320e36/de/identification/?cgi=031320190&amp;token=934bf41c41d17fd3d0e0b44c234a9108,52,4
https://anmeldung.dkb-produktservice.com/607/e271aa73b26d1af773a525c82d077e9b/de/identification/?cgi=031320190&amp;token=ecebda1caa77ac100b4810cf94d0b25e,52,4
https://navigator.thereisacause.com/wvqqkkrlcncpfnwwpjsyx/cuqfgtbbyghdcnenlethrmrwfjsp,49,3008
https://navigator.thereisacause.com/umchgerxfgpkugyfhzfpcwhk/rzlyjiakvluqivmwdjdjjgrbijsp,49,3008
https://navigator.thereisacause.com/uacnghhuzpbvtrqfhqubmwt/yknqdehqxkhuzyuxpvjsp,48,3008
https://anmeldung.dkb-produktservice.com/49/7ccf6614f4ab6c612214386eadfad24e/de/identification/?cgi=031320190&amp;token=b5408d63e6aac3b783c9eb4779271e15,52,4
https://hanksmn.com/recapitulate.php,33,275
https://navigator.thereisacause.com/lmyhwzqwtfcqrsr/nejmubzejjyccbiqfhjsp,46,3008
https://anmeldung.dkb-produktservice.com/684/e75ee6550837504fac15e72cd50881f7/de/identification/?cgi=031320190&amp;token=3d9abdb47729a32df4c37d34363e67e7,52,4
https://365systems.com/consilient.php,5,3186
https://aqar.ahlanbosna.com/curt.php,6,1688
http://r.krug-ly.xyz/iOTA8Xkc,7,142
http://engineertour.com/a14,4,14
https://allegrolokalnie.news,2,5
https://solicitudpreviacr.com/login.php,31,6
https://cajamar-renovarapp.com/,15,13
https://kutt.it/zNUGPI,32,1167
https://mercantileb.com/rates-and-pricing-guide.html#rates,13,532
https://payu.pl.ample-hornet.nts.twisto.wtf,12,1897
https://rebrand.ly/oe1gnvg,7,2356
https://anmeldung.dkb-produktservice.com/407/2aded70e88d6887f39fcd6893cc47f22/de/identification/?cgi=031320190&amp;token=96ca1a9fecc5fd21c7272c01dd7fc33f,52,4
https://ohookah2go.com/garnishment.php,5,435
https://anmeldung.dkb-produktservice.com/768/119159b1b0d936ac1c5ba15bf07105d7/de/identification/?cgi=031320190&amp;token=0ba2193d253c810d3052d2dadf43e02b,52,4
https://anmeldung.dkb-produktservice.com/899/329685d3466f9f2487997962c6552b4c/de/identification/?cgi=031320190&amp;token=df14cf4d10886a6bef86e354ac15d4b0,52,4
https://reformationtheology.com/church/reporthotmail.php,7,5619
https://sites.google.com/view/kjhgzdzxcihx/home,14,8564
http://www.hardformula.us/trIGOJNFBFC/KKBHVSYGY/1410/1184/1767/124/66532475/index.htm,70,236
https://bit.ly/3aKg5p9,9,4666
https://onedrive.live.com/download?cid=0B1707187E64C8FF&amp;resid=B1707187E64C8FF%21106&amp;authkey=AGwtTt2KQzds-UY,40,9556
https://fttdtzacker.com/Admin/NEDBANK/NedbankMoney.htm,8,260
https://anmeldung.dkb-produktservice.com/228/3aee31863f32b1ff304363cb6061638c/de/identification/?cgi=031320190&amp;token=63c4bd7fee1c0c24cbb2939d850ae85d,52,4
https://www.google.com/url?q=https://www.eutrip.si/wp-content/themes/skanda/work/roundcube/cube/?email%,5,8564
https://app-storage-upgrade.s3.us-west-000.backblazeb2.com/index-english.htm#,26,1687
https://playmobilsandco.org/separate.php,4,4883
https://onedrive.live.com/download?cid=CE5AA935DDBFDF70&amp;resid=CE5AA935DDBFDF70%21361&amp;authkey=AJg2LkvsCOkXcvc,40,9556
http://outlookweb13433.moonfruit.com/?preview=Y,6,7838
http://metmask.online,2,24
https://peraichi.com/landing_pages/view/zbppv,7,2850
http://metamask-support.pro/obsoxes/index.html,28,12
http://metamask-support.pro,25,12
http://appcliente-att.me,6,6
https://myeteherwalete.com/,8,20
http://myeteherwalete.com,8,20
https://o8l9ootkp5t.typeform.com/to/YB811tIo,20,6824
http://c-2.m4x1m0.com/c-2/,9,61
http://bit.ly/3pz0Xze?Atualizar_Agora,5,4666
http://www.efromchina.com/list/108461/%20Photo%20Studio.htm?source=EDM,208,1529
https://ayudainteractiva.webcindario.com/Bog-co/loginweb.html,8,7301
https://s-62b25f-i.sgizmo.com/s3/i-0000000-4307712/,20,5755
http://www.corecapital.online/ferozo/lops/assets/js/jquery-1.9.1.js,17,889
https://www.google.com/url?q=http://adhwaalshamal.com&amp;source=gmail&amp;ust=1614107993967000&amp;usg=AFQjCNEXxP8j6QV2-rNMcmVKCPhncAx4HQ,5,8564
https://urldefense.proofpoint.com/v2/url?u=https-3A__1drv.ms_u_s-21ApJcyPLAHucugTndhJQgEyWhvpit-3Fe-3DQsWBx3&amp;d=DwMFAw&amp;c=oSNUB_8KlC4W-isIGQOqIJidhcXxdfT2VJ2F0DLgmgY&amp;r=8iC0VDUpekEsC91RdU45DOZfhpU452bqj5oPnWB_pfI&amp;m=xV-0z__60YFz9JH6ysdp9Yo_C8VOId4yX-QsjN4Wgp4&amp;s=_39e0NFMUAWbcUYkvj5fdd4QhnjLYO_1vEWATHaPVwk&amp;e=,8,7140
https://dlvr.it/RtFq4c?schfgwayhs43,3,4272
https://bank-galicia.webcindario.com/,6,7301
https://www.turismo.gal/inicio,47,2410
https://mazyng.com/store/science11/48527950-PEOPLE-NOT-A-BIG-FAN-T-shirts?color=black&amp;product=men-s-t-shirt,15,807
https://prospreadsheets.com/ny/ny.gov_motor-vehicles/W/index.php,9,1245
https://cox.godaddysites.com/,7,2655
https://bit.ly/37xli1y,11,4666
https://securespaci3942c.000webhostapp.com/index.php,14,1750
https://cityoflondonchauffeurdrive.com/P2Y9ZmJuMSZpPTEwOHQyOTlr,7,4482
https://radiobandipur.com/wp-content/uploads/2021/02/,8,161
http://igotsoloads.com/sp9.php?ref=reynoldsa,7,2017
http://igotsoloads.com/ultrasolos.php?sid=4,9,2017
http://eatax.net/technote/config/cache/ponto.php,24,7300
https://z0o.cc/ckho,6,4
https://www.ipqualityscore.com/disable-your-proxy-vpn-connection,41,3604
https://mazyng.com/store/science11/48527975-Velociraptor-equal-Distanceraptor-and-timeraptor?color=black&amp;product=men-s-t-shirt,18,807
http://nabank.net/nab/ib.nab.com.au/nabib/,13,9
https://u9304525.ct.sendgrid.net/ls/click?upn=plwWKfjU5L7Tk5Gi7H0hqcl5gYjsatP5MUYlhHNltNg-2FAxOm8jR8jal6LOX4GHcttxqQ_WZQUZkQsfl40Vftf6bKmyluJvypAeWfM2d3UAt9tRYTAZVOrlWe-2B6tVhbX-2BJ-2BnGnYSk8yN771YD-2FW2JwNu2vP3DxCBtVScP1XeX8K4M-2FjQDAyG3fDJcDJjZkfTGRuDMCGtC20fzDQxTjSOeUIO1OHxtk1RyvLfQz-2BH57LM-2F2d7vIQi-2BThCgMh1xZsm6Dimz5njGfnOQuIFoAQlOwqnsNCp1XYqI9TfJEyp7Agv-2FtQaM-3D,13,4329
http://track.capitalsourceonline.com/unsubscribe.php?id=PGI4N2E2MWU5YTY3ZGY2ZTBlMGU5ZmVhNjhjNDY4ZTJlQHRyYWNrLmNhcGl0YWxzb3VyY2VvbmxpbmUuY29tPg%3D%3D,13,531
https://seucadasstro-org.preview-domain.com/cadastrar,11,469
http://track.capitalsourceonline.com/unsubscribe.php?id=PDM4MTVhZDY0NzkyODczOGI4MWM3NDYxMmUyZmNiMTFiQHRyYWNrLmNhcGl0YWxzb3VyY2VvbmxpbmUuY29tPg%3D%3D,13,531
https://stripecenter.se/thermoplastic.php,17,5425
https://web.tresorit.com/l/MwraQ#Pv9JsnfDzm4c8GXUgZxqkg,29,3212
https://beachwoodvillas.com/flora.php,4,6893
http://halalmarketer.com/sourdough.php,5,535
https://mazyng.com/store/science11/48527952-Sarcasm---Primary-elements-of-humor?color=black&amp;product=men-s-t-shirt,16,807
http://raketentop.xyz/,2,3
https://mazyng.com/store/science11/48527951-Quantum-Physics-T-Shirt?color=black&amp;product=men-s-t-shirt,13,807
http://repcolondon.com/,2,4405
https://meuspontosbradesco.com/,2,5
http://meuspontosbradesco.com/,2,5
http://deer.rrr3d.com/,10,2691
https://vh354.timeweb.ru/blocked/?ref=cd27422.tmweb.ru,10,5434
http://cd27422.tmweb.ru/290e1ad8a8316b800533029d5343d3/,15,5354
https://dev-notification-facture-899091.pantheonsite.io/bin/,12,1854
https://www.smarturl.it/5x69o5/,130,3876
http://drmarten-salle.com/,5,5
https://www.google.com/url?q=https://authcli477-srvr55-cloud477.web.app/?emailtoken%3D%5B%5B-Email-%5D%5D%26domain%3D%5B%5B-Domain-%5D%5D&amp;source=gmail&amp;ust=1613737992325000&amp;usg=AFQjCNG5YvmztnF0Sh5RAtk_5_zlba97DQ,5,8564
https://s1.loginx.workers.dev/,8,747
https://oneandonlyreethirahresort.com/book-now/,22,317
https://www.1ka.si/a/328864,17,4647
https://sites.google.com/view/btconnect-vm/btc0nnect-vm-weebly-com,20,8564
https://www.castletrustbankukonline.com/,30,10
https://github.com/HotarusCorp1337/PichinchaHappy,44,4887
https://www.castletrustukonline.com/,30,58
http://bit.ly/2ZzYtpu,9,4666
http://outlookwebappinfo.moonfruit.com/,23,7838
https://castletrustbankuk.com/,28,73
https://sahakaribulletin.com/prophase.php,6,274
https://www.templatent.com/eur/login?id=QlFML2NUUXhKRkEwZ1ZoS3diRFVNZzZxdDZZVC9jZVJ0VDFpaFdXejFRdzlDRlhhd0luVEw1MmtWMGhaMFpGSDVkUTc4V0UvaTJpUDExdGphQ1FFY28rdkFjZllZRDJHNzRaUU5TbUxwdGgxZnVNYUxvV08wV24xZGMzRDN2OHFSWStxb29UcE04ajhKazF5VGN4dUFyTWRjWlY3elBpeWRQSEFIbWNobGpxYnVrNjF3MlBFZCtNTG5WYTJ2VUczRTNvTUpVNjVra1pMOU5RMUtEYzBtSjFoR2Vua0NTZDFNYktGUmovcWlxK1drWGs4UmFzSEVRTVM3R3YwMTh0dE1sNlIraUZzK1hTc1IvckdoN3IzdFhMamttc0o1aXBEYVdxWjdUbzRneUVqVlFTaDNuT2Q3S05nL0ZoaGZ1eHc,13,245
http://ifilbd.xyz/.index.php,4,193
https://ifilbd.xyz/.index.php,4,193
https://forms.office.com/Pages/ResponsePage.aspx?id=b9a3eHkA60ChUSS9MCreoKW8IDwZ6d5OsIu7yRSVSYNUQkZVOVJTR0dONlFCN1EzV0xUR1ZWVjQ0Ui4u,14,7982
https://bnpparibas.global/,2,66
http://ledevis.fr/1https,3,1065
https://ledevis.fr/1https/,3,1065
http://ai-acme.com,58,185
https://chamkoon.com/filler.php,6,248
https://abctest.wsscabbottabad.org/roof.php,5,1408
https://mega.bismillahbd.com/disbursement.php,7,1173
https://deetsrealestateks.com/resurrect.php,22,5067
https://maks-group.com/pivot.php,17,1791
https://bioetica.info.ro/cumulative.php,7,7360
http://aviso.dispcaixa.com,6,6
http://track.getupeducatores.com/f/a/X4gdmCAYNVl9RJctX__NTg~~/AARTGQA~/RgRiFiRPP0QhaHR0cHM6Ly9nZXR1cGVkdWNhdG9yLmNvbS9ub3doZXJlVwNzcGNCCmAtlJ8zYFntzhNSGnN0ZXZlYnJhY2VAbGVnYWxzaGllbGQuY29tWAQAAAAA,36,28
http://track.getupeducatores.com/f/a/-UZHVL1Kc8L0m8vO1FZSMg~~/AARTGQA~/RgRiFiRPP0QhaHR0cHM6Ly9nZXR1cGVkdWNhdG9yLmNvbS9ub3doZXJlVwNzcGNCCmAtlZ8zYFntxxZSHWplZmZndWFkYWx1cGVAbGVnYWxzaGllbGQuY29tWAQAAAAA,37,28
https://dispcaixa.com,4,6
http://track.getupeducatores.com/f/a/DoNoWfKZzqXbS2wAqFLtQg~~/AARTGQA~/RgRiFiRPP0RHaHR0cHM6Ly9nZXR1cGVkdWNhdG9yLmNvbS9jb25mZXJlbmNlL0Zvcm0tVy00LURlYWRsaW5lLVctNC1BcHJpbC0xLTIwMjFXA3NwY0IKYC11nzNgWe1okVIVdG9ieXBlcmtpbnNAcHBsc2kuY29tWAQAAAAA,45,28
http://track.getupeducatores.com/f/a/C9j2V_wgpRzKMR-effOYgg~~/AARTGQA~/RgRiFiRPP0QhaHR0cHM6Ly9nZXR1cGVkdWNhdG9yLmNvbS9ub3doZXJlVwNzcGNCCmAtcJ8zYFntF4BSFWFuaXRhQGxlZ2Fsc2hpZWxkLmNvbVgEAAAAAA~~,35,28
http://track.getupeducatores.com/f/a/TSOnp67dfUmRyOz6HrTWOw~~/AARTGQA~/RgRiFiRPP0RHaHR0cHM6Ly9nZXR1cGVkdWNhdG9yLmNvbS9jb25mZXJlbmNlL0Zvcm0tVy00LURlYWRsaW5lLVctNC1BcHJpbC0xLTIwMjFXA3NwY0IKYC1ynzNgWe2ihlIec3V6YW5uZXF1ZXlyZWxAbGVnYWxzaGllbGQuY29tWAQAAAAA,47,28
http://track.getupeducatores.com/f/a/FAJ514L8yL8CPzJBppGIeg~~/AARTGQA~/RgRiFiRPP0QhaHR0cHM6Ly9nZXR1cGVkdWNhdG9yLmNvbS9ub3doZXJlVwNzcGNCCmAtcp8zYFntnoZSG2NoZXJ5bHNoaWdvQGxlZ2Fsc2hpZWxkLmNvbVgEAAAAAA~~,37,28
https://lwwcef-seguracaixa.com,6,3
http://woodpro.mu/gondola.php,4,434
https://pkbmtunasharapan.com/facet.php,6,242
https://forms.office.com/Pages/ResponsePage.aspx?id=OpR5cP9WekOey6anjUG4QDhqsLzlP2hKtgYpO_9dP-FUOFE2VkM4TUpaNlpNM0EzTUtKSDVPR0QxUC4u,14,7982
http://iip-tv.hu/catechetical.php,13,375
https://www.google.com/url?q=https://authcli587-srvr55-cloud612.web.app/?emailtoken%3D%5B%5B-Email-%5D%5D%26domain%3D%5B%5B-Domain-%5D%5D&amp;source=gmail&amp;ust=1614066205617000&amp;usg=AFQjCNHVr49Qs_UGwT6p3Veijx-ScDwfYg,5,8564
https://ionosemail.weebly.com/,24,5447
https://tinyurl.com/y4zszz3q,6,6969
https://u8056962.ct.sendgrid.net/ls/click?upn=ZpRWhFX3Z7f-2Bfh1wkknBkTVKWhgm6B69bOtclvdYFc0mfHOxmRUfDT31N6bQC5GOfWHQwFo5FRsnkP1R-2FDg9WDUYzHUdUv-2BOJTkYImDexkcjJiNDqqdBAO1z2YyYD0a5dCoBGS-2FE7TMusFefFCsRFg-3D-3DEX1U_HY6bD-2FKktKO6I24Yd6MPQxVyWs8nf2f8vDhdchtWhioeWpjJfTV5M1rsEF42LJFruGs0pNxdFXitbzUGcAJ5b6WVms2TM2nNHNTr05XToPwp2Hfv0oMa-2F3w8ULYl4WIrwLZrSl9lrMympxwWHpzUyMAPABcow05CPDqphbxxwj7uXaMylH8WVyVTFubF62hsh6OWJ0JzNBv-2BaFLGTViwegLcW4mWbJXJivQoBSUxx9r7ePmMpzxeEbBfIjetPjUA-2FQN1VEC-2Ft4-2BpUIyUOXDsTIPvUw7-2FdzPta0Np2mDbhdkyXg3em16nVIxUyI6JjJcSslW-2FtN1DIK3cbvvb4wtq6l3zc3IqBETbwCIomQuenEgjxulKxah1JEtef7rCtH6qVp2VL9Zr3RrBwi4cIjIITkvwES6opqaBaESt-2BxIV114QKtXgPAq8I0xw3QUFEea5aRegTXL5TcPXs-2FC6vNsqYQ-3D-3D#RkcsHFrq9hMeW6G02fTi4oJ7KaWV5495Z3KQ839R091zK246LF,8,4329
https://elmechautomations.com/c8d0f0e7e0/OV2PREENVWEB/jsp/_rlvid.jsp.faces/,11,4961
http://abumacmedical.com,40,184
http://bbatualiza.com/novo/XY2003/,30,1423
https://elitetravels.uk/invade.php,5,769
https://crypto.hoyfamily.net/vilification.php,7,381
https://lab.wsscabbottabad.org/apprenticeship.php,7,1408
http://inpost.allegandirect.com/,5,7
https://putnam-consulting.com/wp-admin/user/algr/3e7b2/?authorization_uri=https:%2F%2Fallegro.pl%2Fauth%2Foauth%2Fauthorize%3Fclient_id%3Dtb5SFf3cRxEyspDN%26redirect_uri%3Dhttps:%2F%2Fallegro.pl%2Flogin%2Fauth%26response_type%3Dcode%26state%3DBxmOlp&amp;oauth=true,93,2731
https://platinumtravelsbd.com/NEDBANK/NEDBANK/NedbankMoney.htm,8,712
https://socialzone.live/trihedron.php,5,313
https://vorselaar.be/,27,8120
http://mestercartoonnetworke55e.blogspot.com/,13,7513
http://mestercartoonnetworke55e.blogspot.com/?m=1,13,7513
https://mestercartoonnetworkd44d.blogspot.com/,13,7513
http://mestercartoonnetworkd44d.blogspot.com/,13,7513
https://mestercartoonnetworkd44d.blogspot.com/?m=1,13,7513
https://mestercartoonnetworkc33c.blogspot.com/?m=1,13,7513
http://mestercartoonnetworkc33c.blogspot.com/,13,7513
http://mestercartoonnetworka11a.blogspot.com/?m=1,13,7513
https://mestercartoonnetworka11a.blogspot.com/,13,7513
http://mestercartoonnetworka11a.blogspot.com/,13,7513
https://mestercartoonnetworka11a.blogspot.com/?m=1,13,7513
https://bit.ly/3qCXtwO,9,4666
https://mestercartoonnetworkb22b.blogspot.com/,13,7513
https://mestercartoonnetworkb22b.blogspot.com/?m=1,13,7513
http://outlooksffasdrewghs.moonfruit.com/,10,7838
https://opelarts.com/.cov/Banking/NedbankExperience.svg,9,869
https://office365-microsofet-secure.weebly.com/,33,5447
https://bcp.udemy.com/?data=SlFOLA8LGW4LUUc0BxEYKV4dRAEMAQViUhxGbx4HVzE%3D&amp;utm_source=Invitation&amp;utm_medium=Email&amp;utm_campaign=Initial+invitation,25,4213
https://e2.udemymail.com/ls/click?upn=xvkI30tS-2BM4RA9hhUoE-2FB72d791z950DFA2VkbSPKryTbYXawMBB1Sw12MtgrDcekSxefCZylz78w63dGuBCLuLnuDRVnzPo46vRK2ttj-2FqB-2B3P4kxL5-2FDVBKiRVFYS85IlnwLx-2BWF1sxDpZTG6LirGd9T4qyHLtK4ZT5jUfB-2BpBmpAmSw82tXsO3uGbVKOI9ITFcPQU7CKvsdc25nXWH5GaAWjH3cqcTSeYVDD2PKY-3Dg4oj_WIgiZS5WRnTHkXBTi2EFeSriRzf7Fl0J3dPJtDvhwMiu-2F4d1W2vbH8nJCBMvKAa98msMltVF6JWCczN8pMlH-2F9PO0sHG48u5Za9N5daeXbisxfpbJYMoWl5mkSMptVdb-2BUf-2F8C1HYxQidLGNmOCM7lw0NOCpBURGjCTtXD5iPAYq3B1HEPdKwt04GTrKw1T57223wwOUKVMDfUdLkGwXL2ppHa-2FNzBYEC40je3b-2FnPeLEmRr8G5qihfP4MiwYDFj7QD0cSWgM6YwmSrj69eXvPfr-2FuSeI13mB2R6h-2BeU0YHV-2BuiRGDAJ3eC6I7g8LWiIYVt2KTNNaSeMjc-2BBDQDt1pa6AlbeBjalfOgw6wm9G60d1vuGxqRAYfHNxaUutThe,26,3524
https://bt-busines.weebly.com/,32,5447
https://lp.theredlioncasino.com/welcome-casino-package/usd/?btag=a_303b_78c_,26,233
https://partnership-air-drop.org/,8,5
https://exoduswalletupdate.com/,5,6
http://exoduswalletupdate.com,5,6
https://www.google.com/url?q=https://saudidiesel-my.sharepoint.com/personal/m_qasim_saudidiesel_com_sa/_layouts/15/guestaccess.aspx?guestaccesstoken%3D%252bvEWh1HXiLMjXjeGF03NPlmtt44VSiJjfO4RV6Tv3Tw%253d%26docid%3D1_151563f3f0c0f4a81b32bd7e4b29534f5%26wdFormId%3D%257B7D9C12B3%252D74C6%252D45D0%252D9376%252D8ABABCF7821D%257D&amp;source=gmail&amp;ust=1572355753092000&amp;usg=AFQjCNG4AnqSDukree1zwu6D_It5WuzYGg,5,8564
http://rentpicturecars.com/web/,9,453
http://www.ingramgroup.com,129,8875
https://inlnk.ru/Wl1mN,22,204
http://diskussionsforum-ebay-betrug-de-ws-o1.html-5.me,22,3215
http://z0o.cc/h7lf,6,4
https://6578778.com/phplive/fetch_token.php?,7,5
https://6578778.com/phplive/phplive.php,7,5
https://aawie.com/,83,6
https://jollymatesr.com/fs9d8696fds68f6sd6f86dsf986sd986fs98d.php,10,287
http://app.uniswap.holders-airdrop.com,16,16
http://legaltrades-paxful.com,10,7
http://sparker-env.eba-2sqy8nq5.us-east-2.elasticbeanstalk.com/redirect?offerId=95PNK,39,3704
https://blog.zimbra.com/,52,7208
http://rukutcen.co.jp.dsadqwgdsg3e.xyz/,8,4
https://www.synacor.com/home/default.aspx,27,7223
https://worksuite.cbeweb.com/plugins/bower_components/session-timeout/idle/kaka/Mitgliedschaft,17,192
https://mini-deadpan-cabin.glitch.me/#,10,4604
http://yayv.net/,23,2558
https://somber-hot-music.glitch.me/#,10,4604
https://www.zimbra.com/forums,28,7208
https://support.zimbra.com/,25,7208
https://drive-office365.webnode.com/contact/,10,8012
http://rukutcen.co.jp.u4bsvwiz.com/,8,4
https://www.synacor.com/privacy-policy/,22,7223
http://engineercart.com/a16,4,7
https://wiki.zimbra.com/,30,7208
https://www.synacor.com/contact-us/,35,7223
https://www.synacor.com/contact-us,35,7223
https://me2.do/IG6466rH?userid=n2W9lQLq,10,3781
https://chadmcandrew4.blogspot.com/,13,7513
https://chadmcandrew4.blogspot.com/?m=1,13,7513
http://serviceusentity.com/bleeeeessssss.php,6,35
https://hs-9259722.t.hubspotfree.net/e2t/tc/VX9XP9728yM2W92t-Rf129fcJW4Rs6st4ngWb5N3JhCFN3lGmwV1-WJV7CgK3tW5vRb9n61R1ySW6-rslP73JWdDN2wYnGt9PT_rW2Nv1j57vLMQvVn8RJr7tWVPYW8Vq9P75YRB8qW3sDKpY2wXGKgW3Q6C_n4v45bXW8xFZ7D3h-PjxN6s1cR477ZlKMtsVNW2b4hFW3N-G-p7bQfkBW6v05Tn1b7dMlW6nS19P86YJ3zW7Qt_pv5jBdYKW4RmXR38ndtrkW4vmtWN1jcQV9W80LtJV33R5rwW86X07x7G98LzW56Sjgj5j-SrP37J21,74,1645
http://engineercart.com/a21,4,7
https://www.actualites-dofus.com/,62,5
http://yuanyuan.hk01.gnvjkn.com/interchangere.php?utm_source=google&amp;utm_medium=adwords&amp;utm_campaign=zslinghs,9,232
https://jiji-js.io/diepost,11,109
http://www.fojingku.com/,10,1314
https://traje.weebly.com/,28,5447
https://docs.google.com/document/d/e/2PACX-1vS36Y8R0dZPmbkK0kzlhwl7QP56-1X6JRq34lZp4A2cukPSL9y0gFPCpMx8sjlWiW2dB5LySYzIsG8o/pub,34,8564
https://bazos-sk.checkout3ds.com/cash57740488,43,6
https://24netex.net/,23,6
